"Fund Name:","Record Date:","Meeting Date","CUSIP","Broadridge Job Number:","Issuer:","Broadridge Client Number:","Total Shares Held via Broadridge Reports:","Number of Proxy Edge Accounts:","Number of Special Processing Accounts:"
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",ROYAL BANK OF CANADA                                                       ,C43       ,0.000000,0,1
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","RQD* CLEARING, LLC                                                         ","7XA       ",43516.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",RUDER & CO                                                                 ,"2XQ       ",70.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SABAL TRUST COMPANY                                                        ,"02I       ",653.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SAFRA NATIONAL BANK                                                        ,"3QX       ",317021.000000,1322,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","SAFRA SECURITIES, LLC                                                      ","0XN       ",426512.000000,1017,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SALEM TRUST COMPANY                                                        ,"3SB       ",1320.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SAN PASQUAL FIDUCIARY TRUST CO                                             ,"01Y       ",1994.000000,9,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SANDY SPRING BANK                                                          ,"08K       ",339.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SANTA BARBARA TRUST COMPANY                                                ,"7X9       ",15.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SAXO                                                                       ,"5EI       ",82609.000000,892,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SCOTIA CAPITAL (USA) INC                                                   ,"096       ",13000.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SCOTIA CAPITAL INC                                                         ,C36       ,623875.000000,4,3085
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SEACOAST NATIONAL BANK                                                     ,"20M       ",1311.000000,7,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SECURIAN TRUST CO. N.A.                                                    ,"14K       ",692.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SECURITY BANK & TRUST CO.                                                  ,"58V       ",74.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SECURITY FEDERAL SAVINGS BANK                                              ,"81S       ",285.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","SECURITY FEDERAL TRUST, INC.                                               ","01R       ",200.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SECURITY NATIONAL BANK OF OMAHA                                            ,"24K       ",2245.000000,14,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SECURITY NATIONAL BANK OF SIOUX CITY                                       ,"2T3       ",567.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SECURITY NATIONAL TRUST COMPANY                                            ,"44N       ",8099.000000,11,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SEI                                                                        ,"4DR       ",0.000000,0,51
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SEI PRIVATE TRUST CO                                                       ,"4UQ       ",1287.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SEI PRIVATE TRUST CO                                                       ,"4T2       ",1871.000000,10,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SEI PRIVATE TRUST CO                                                       ,"9Q8       ",324748.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SEI PRIVATE TRUST CO                                                       ,"8T9       ",2134.000000,6,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SEI PRIVATE TRUST CO                                                       ,"2S2       ",575.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SEI PRIVATE TRUST CO                                                       ,"1T3       ",0.000000,0,19
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","SENTINEL TRUST COMPANY, LBA                                                ","18L       ",19802.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SG AMERICAS SECURITIES LLC                                                 ,"608       ",46443.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","SG AMERICAS SECURITIES, LLC                                                ","286       ",542385.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SIMMONS BANK                                                               ,"3T5       ",29806.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SOUTHEAST TRUST COMPANY                                                    ,"3E3       ",348.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SOUTHERN MICHIGAN BANK & TRUST                                             ,"34R       ",125.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SOUTHERN WEALTH                                                            ,"74R       ",79.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SOUTHSIDE BANK                                                             ,"6DN       ",7139.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SOUTHSTATE BANK                                                            ,"40A       ",6698.000000,9,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SOUTHWEST MISSOURI BANK                                                    ,"4B3       ",345.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SOUTHWEST NATIONAL BANK                                                    ,"41W       ",94.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SPINNAKER TRUST                                                            ,"37P       ",36373.000000,305,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SPRINGS VALLEY BANK & TRUST                                                ,"5A1       ",129.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",STAR WEALTH MANAGEMENT                                                     ,"92T       ",5741.000000,10,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",STATE BANK OF GENEVA                                                       ,"4B5       ",140.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",STATE BANK OF GRAYMONT                                                     ,"7A1       ",138.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",STATE STREET BANK & TRUST CO                                               ,"837       ",6535627.000000,134,4
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",STIFEL BANK & TRUST                                                        ,"9I1       ",50608.000000,150,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","STIFEL, NICOLAUS & COMPANY, INCORPOR                                       ","3VM       ",3118214.000000,273,17693
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",STRIDE BANK                                                                ,"56M       ",28231.000000,683,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","SUMITOMO MITSUI TRUST BANK, LIMITED                                        ","20C       ",359411.000000,6,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SUMMIT COMMUNITY BANK                                                      ,"02K       ",11110.000000,61,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SUNFLOWER BANK                                                             ,"3XV       ",14.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SUPERIOR NATIONAL BANK TRUST & WEALT                                       ,"35K       ",436.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",SYNOVUS TRUST COMPANY                                                      ,"98C       ",13000.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","TD BANK, N.A                                                               ","98I       ",7363.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","TD PRIME SERVICES, LLC                                                     ","284       ",255500.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TD SECURITIES LLC                                                          ,"07Y       ",33895.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TD WATERHOUSE                                                              ,C73       ,2472574.000000,3,2097
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TEXAS BANK AND TRUST CO.                                                   ,"18S       ",147.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TEXAS REGIONAL BANK                                                        ,"45N       ",100.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TEXAS STATE BANK                                                           ,"42S       ",44.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","THE 1911 TRUST COMPANY, LLC                                                ","8B2       ",1847.000000,12,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE BANK OF TAMPA                                                          ,"69S       ",324.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE BRYN MAWR TRUST CO                                                     ,"2S4       ",53384.000000,153,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE CANANDAIGUA NAT'L BANK AND TRUST                                       ,"87M       ",16819.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE CAPE COD FIVE CENTS SAVINGS BANK                                       ,"77R       ",2047.000000,7,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE COMMERCIAL & SAVINGS BANK                                              ,"74Z       ",762.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE DELAWARE NATIONAL BANK OF DELHI                                        ,"3G3       ",2613.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE FARMERS BANK                                                           ,"04L       ",13448.000000,266,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE FIRST NATIONAL BANK IN SIOUX FAL                                       ,"63K       ",2374.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","THE FIRST, N.A.                                                            ","57N       ",1009.000000,7,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE GLENMEDE TRUST COMPANY                                                 ,"07K       ",46652.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE HOMETOWN SAVINGS BANK                                                  ,"50V       ",1662.000000,41,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE JUNIATA VALLEY BANK                                                    ,"10T       ",100.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE MASSMUTUAL TRUST COMPANY                                               ,"28N       ",1590.000000,26,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE NEW HAMPSHIRE TRUST COMPANY                                            ,"8B0       ",6246.000000,3,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE OHIO VALLEY BANK COMPANY                                               ,"84Y       ",1188.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE PARK NATIONAL BANK                                                     ,"93J       ",9016.000000,15,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE PEOPLES BANK                                                           ,"8T1       ",394.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE PEOPLES BANK                                                           ,"56L       ",2126.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE PEOPLES BANK                                                           ,"63U       ",8317.000000,136,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE PHILADELPHIA TRUST COMPANY                                             ,FB3       ,922.000000,8,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE PREFERRED LEGACY NATIONAL TRUST                                        ,"5BT       ",1297.000000,87,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","THE PRIVATE TRUST COMPANY, N.A.                                            ","57L       ",21103.000000,126,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE STEPHENSON NATIONAL BANK & TRUST                                       ,"30Q       ",35.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE TRUST COMPANY                                                          ,"57S       ",5997.000000,1031,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","THE TRUST COMPANY OF TOLEDO, NA                                            ","81D       ",11276.000000,46,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THE WHITTIER TRUST COMPANY                                                 ,"7B6       ",94663.000000,191,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THORESON STEFFES                                                           ,"0SZ       ",50.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",THUMB BANK & TRUST                                                         ,"7D2       ",132.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","TI-TRUST, INC                                                              ","45Q       ",1400.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","TIAA TRUST, N.A.                                                           ","06M       ",25673.000000,1,132
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TNB TRUST SERVICES                                                         ,"09X       ",31740.000000,20,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TOMPKINS FINANCIAL ADVISORS                                                ,"5YA       ",2754.000000,6,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TOWER WEALTH MANAGERS                                                      ,"07L       ",9769.000000,19,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TRADESTATION SECURITIES INC.                                               ,"3VG       ",369506.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","TRADEUP SECURITIES, INC.                                                   ","287       ",181626.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TROY BANK & TRUST                                                          ,"11Y       ",2813.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TRUIST WEALTH                                                              ,"98D       ",224429.000000,4,674
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TRUST BANK ARIZONA                                                         ,"5DP       ",34744.000000,631,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TRUST BANQUE NATIONALE                                                     ,C1B       ,609.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TRUST COMPANY OF OKLAHOMA                                                  ,"8S7       ",2814.000000,9,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TRUST COMPANY OF TENNESSEE                                                 ,"32L       ",2147.000000,7,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TRUST COMPANY OF VERMONT                                                   ,"9I5       ",11141.000000,149,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TRUSTCO BANK CORP NY                                                       ,"65Y       ",2129.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TRUSTMARK NATIONAL BANK                                                    ,"04K       ",11558.000000,38,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TSS07Q-ALLEN TRUST COMPANY                                                 ,"9E4       ",653.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","TSS07Q-BOWDITCH & DEWEY, LLP                                               ","9E6       ",175.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TSS07Q-FIRST KENTUCKY TRUST COMPANY                                        ,"9F2       ",2935.000000,10,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TSS07Q-HOMETOWN NATIONAL BANK                                              ,"9F6       ",3300.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",TWO OCEAN TRUST                                                            ,"4W3       ",4330.000000,10,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",U.S. BANCORP INVESTMENTS                                                   ,"280       ",577275.000000,1,219
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",U.S. BANK                                                                  ,"3S7       ",2982129.000000,111,4548
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",U.S. BANK                                                                  ,"6AM       ",1277.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",UBS AG LONDON                                                              ,"3NB       ",139695.000000,8,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","UBS FINANCIAL SERVICES, INC.                                               ","221       ",12373461.000000,135,44741
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",UBS SECURITIES LLC                                                         ,"642       ",17696.000000,1,1
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",UBS WEALTH MANAGEMENT CANADA                                               ,CE8       ,125792.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","UMB BANK, N.A.                                                             ","5RJ       ",4354.000000,1,10
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","UMB BANK, N.A.                                                             ","19J       ",12848.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",UNION BANK & TRUST CO                                                      ,"82H       ",1229.000000,13,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",UNION BANK & TRUST CO.                                                     ,"28J       ",32.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",UNION SAVINGS BANK                                                         ,"25P       ",181.000000,7,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",UNITED BANK                                                                ,"75U       ",1403.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","UNITED BANK, INC.                                                          ","79H       ",1778.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",UNIVEST NATIONAL BANK AND TRUST CO.                                        ,"99U       ",200.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",VANGUARD BROKERAGE SERVICES                                                ,"96L       ",15924320.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",VANGUARD NATIONAL TRUST COMPANY                                            ,"05N       ",16570.000000,12,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",VELOX CLEARING                                                             ,"3VT       ",8048.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",VENTUM FINANCIAL CORP.                                                     ,C56       ,7726.000000,0,2
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","VERABANK, N.A.                                                             ","26M       ",1.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",VISION FINANCIAL MARKETS LLC                                               ,"3UW       ",37246.000000,4,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",W1M WEALTH MANAGEMENT LIMITED                                              ,"6TP       ",1422.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WAGGONER NATIONAL BANK                                                     ,"43S       ",8482.000000,41,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WASHINGTON TRUST BANK                                                      ,"54J       ",796.000000,5,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WASHINGTON TRUST CO                                                        ,"7B8       ",1703.000000,14,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WAUKESHA STATE BANK                                                        ,"86N       ",79.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WAYNE BANK                                                                 ,"02N       ",100.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067","WEALTH ENHANCEMENT TRUST SERVICES, L                                       ","51Q       ",83.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WEALTHFRONT                                                                ,"3UA       ",218427.000000,1,10226
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WEALTHSIMPLE INVESTMENTS INC.                                              ,CB6       ,132717.000000,0,4
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WEALTHSOUTH                                                                ,"50L       ",90.000000,2,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WEBSTER FINANCIAL ADVISORS                                                 ,"5T0       ",14957.000000,91,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WEDBUSH SECURITIES                                                         ,"0TS       ",39976.000000,0,1
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WEDBUSH SECURITIES INC.                                                    ,"103       ",232633.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WELCH & FORBES LLC (IRA)                                                   ,"89Y       ",1955.000000,9,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WELCH AND FORBES LLC                                                       ,"67Y       ",7021.000000,19,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WELLS FARGO                                                                ,"79P       ",2295.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WELLS FARGO                                                                ,"79C       ",447122.000000,3,740
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WELLS FARGO BANK/SAFEKEEPING SERVICE                                       ,"82V       ",228609.000000,0,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WELLS FARGO CLEARING SERVICES                                              ,"141       ",18507940.000000,361,66777
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WELLS FARGO SECURITIES                                                     ,"002       ",682492.000000,1,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WESBANCO BANK                                                              ,"79I       ",24027.000000,101,0
"Invesco QQQ Trust, Series 1                                                                         ",2025-08-15,2025-10-24,"46090E103","S19597, MC0067",WESTERN RESERVE TRUST COMPANY                                              ,"5DT       ",4150.000000,18,0
